# //  Questa Sim-64
# //  Version 2023.4 linux_x86_64 Oct  9 2023
# //
# //  Copyright 1991-2023 Mentor Graphics Corporation
# //  All Rights Reserved.
# //
# //  QuestaSim and its associated documentation contain trade
# //  secrets and commercial or financial information that are the property of
# //  Mentor Graphics Corporation and are privileged, confidential,
# //  and exempt from disclosure under the Freedom of Information Act,
# //  5 U.S.C. Section 552. Furthermore, this information
# //  is prohibited from disclosure under the Trade Secrets Act,
# //  18 U.S.C. Section 1905.
# //
do init.tcl
# -- Skipping module clicint_reg_top
# -- Skipping module clicint_reg_top_intf
# -- Skipping package clicintv_reg_pkg
# -- Skipping module clicintv_reg_top
# -- Skipping module clicintv_reg_top_intf
# -- Skipping package clicvs_reg_pkg
# -- Skipping module clicvs_reg_top
# -- Skipping module clicvs_reg_top_intf
# -- Skipping package mclic_reg_pkg
# -- Skipping module mclic_reg_top
# -- Skipping module mclic_reg_top_intf
# -- Skipping module clic_reg_adapter
# -- Skipping module clic_gateway
# -- Skipping module clic_target
# -- Skipping module clic_apb
# -- Skipping module clic
# 
# Top level modules:
# 	clicint_reg_top_intf
# 	clicintv_reg_top_intf
# 	clicvs_reg_top_intf
# 	mclic_reg_top_intf
# 	clic_apb
# End time: 12:42:38 on Mar 25,2026, Elapsed time: 0:00:01
# Errors: 0, Warnings: 0, Suppressed Warnings: 7
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:38 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/register_interface-902ad5bfde7bb98c/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/clint-de4a234303f657d0/src/clint_reg_pkg.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/clint-de4a234303f657d0/src/clint_reg_top.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/clint-de4a234303f657d0/src/clint.sv 
# -- Skipping package clint_reg_pkg
# -- Skipping module clint_reg_top
# -- Skipping module clint_reg_top_intf
# -- Skipping module clint
# -- Skipping module clint_sync_wedge
# -- Skipping module clint_sync
# 
# Top level modules:
# 	clint_reg_top_intf
# 	clint
# End time: 12:42:38 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0, Suppressed Warnings: 2
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:38 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/register_interface-902ad5bfde7bb98c/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/clint-de4a234303f657d0/test/clint_tb.sv 
# -- Skipping module clint_tb
# 
# Top level modules:
# 	clint_tb
# End time: 12:42:38 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:38 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi-ecdc900686449c15/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/common/local/util" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/cache_subsystem/hpdcache/rtl/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/include/config_pkg.sv 
# -- Skipping package config_pkg
# 
# Top level modules:
# 	--none--
# End time: 12:42:38 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:38 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi-ecdc900686449c15/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/common/local/util" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/cache_subsystem/hpdcache/rtl/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/include/cv64a6_imafdchsclic_sv39_wb_config_pkg.sv 
# -- Skipping package cva6_config_pkg
# 
# Top level modules:
# 	--none--
# End time: 12:42:38 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:38 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi-ecdc900686449c15/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/common/local/util" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/cache_subsystem/hpdcache/rtl/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/include/riscv_pkg.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/include/ariane_pkg.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/include/build_config_pkg.sv 
# -- Skipping package riscv
# -- Skipping package ariane_pkg
# -- Skipping package build_config_pkg
# 
# Top level modules:
# 	--none--
# End time: 12:42:38 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:38 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi-ecdc900686449c15/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/common/local/util" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/cache_subsystem/hpdcache/rtl/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/cva6_accel_first_pass_decoder_stub.sv 
# -- Skipping module cva6_accel_first_pass_decoder
# 
# Top level modules:
# 	cva6_accel_first_pass_decoder
# End time: 12:42:38 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:38 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi-ecdc900686449c15/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/common/local/util" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/cache_subsystem/hpdcache/rtl/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/cva6_clic_controller.sv 
# -- Skipping module cva6_clic_controller
# 
# Top level modules:
# 	cva6_clic_controller
# End time: 12:42:38 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0, Suppressed Warnings: 1
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:38 on Mar 25,2026
# vlog -reportprogress 300 -incr -sv -suppress 2583 -suppress 13314 -timescale 1ns/1ps "+define+TARGET_CV64A6_IMAFDCHSCLIC_SV39_WB" "+define+TARGET_CVA6" "+define+TARGET_RTL" "+define+TARGET_SIM" "+define+TARGET_SIMULATION" "+define+TARGET_TEST" "+define+TARGET_VSIM" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/axi-ecdc900686449c15/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/common_cells-7f7ae0f5e6bf7fb5/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/common/local/util" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/cache_subsystem/hpdcache/rtl/include" "+incdir+/mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/include" /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/cva6_mmu/cva6_tlb.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/cva6_mmu/cva6_shared_tlb.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/cva6_mmu/cva6_mmu.sv /mnt/chair-nas/volume/space/chchen/NMC/cheshire/.bender/git/checkouts/cva6-20c9d7cbe0dd6995/core/cva6_mmu/cva6_ptw.sv 
# -- Skipping module cva6_tlb
# -- Skipping module cva6_shared_tlb
# -- Skipping module cva6_mmu
# -- Skipping module cva6_ptw
# 
# Top level modules:
# 	cva6_mmu
# End time: 12:42:38 on Mar 25,2026, Elapsed time: 0:00:00
# Errors: 0, Warnings: 0, Suppressed Warnings: 4
# QuestaSim-64 vlog 2023.4 Compiler 2023.10 Oct  9 2023
# Start time: 12:42:39 on Mar 25,2026
